id,rssi,snr,relay
3401,-88,-4.9,1
3402,-67,2.7,0
3403,-97,-6.6,1
3404,-89,-10.8,0
3405,-113,-18.8,1
3406,-92,0.0,1
3407,-103,-12.3,1
3408,-98,-12.0,1
3409,-67,5.3,0
3410,-87,-4.2,1
3411,-75,0.6,0
3412,-93,-5.2,0
3413,-88,-4.8,0
3414,-118,-18.3,1
3415,-79,4.5,0
3416,-79,0.5,1
3417,-94,-8.1,1
3418,-75,2.8,0
3419,-63,11.8,0
3420,-97,-8.7,1
3421,-120,-19.1,1
3422,-93,-7.5,1
3423,-77,0.6,1
3424,-96,-10.2,0
3425,-55,12.0,0
3426,-69,7.7,0
3427,-77,-1.7,0
3428,-58,6.0,0
3429,-99,-10.1,1
3430,-114,-19.0,1
3431,-79,-0.4,0
3432,-64,9.4,1
3433,-80,2.0,0
3434,-80,-1.7,0
3435,-80,-1.8,1
3436,-73,1.0,0
3437,-110,-18.6,1
3438,-96,-9.7,0
3439,-81,-3.4,1
3440,-117,-19.3,1
3441,-65,7.1,0
3442,-112,-16.3,1
3443,-103,-10.1,1
3444,-119,-19.6,1
3445,-60,7.6,0
3446,-83,1.9,0
3447,-119,-17.1,1
3448,-61,11.7,0
3449,-97,-8.1,1
3450,-79,1.9,0
3451,-65,6.0,0
3452,-101,-13.6,1
3453,-58,8.4,0
3454,-81,-0.3,0
3455,-105,-10.4,1
3456,-68,7.0,0
3457,-60,9.1,0
3458,-105,-13.7,1
3459,-64,8.3,0
3460,-115,-20.0,0
3461,-104,-10.3,1
3462,-64,8.6,0
3463,-101,-11.4,1
3464,-81,0.4,0
3465,-100,-5.7,0
3466,-98,-11.6,1
3467,-107,-14.7,1
3468,-96,-6.1,0
3469,-78,-0.2,0
3470,-62,7.6,0
3471,-59,7.3,1
3472,-64,12.0,0
3473,-68,6.4,0
3474,-96,-7.1,0
3475,-81,-1.2,0
3476,-98,-11.8,1
3477,-120,-20.0,1
3478,-95,-3.6,1
3479,-60,8.2,0
3480,-92,-2.5,1
3481,-65,4.6,0
3482,-97,-6.8,1
3483,-76,3.9,0
3484,-85,-1.3,0
3485,-84,-1.9,0
3486,-107,-13.1,1
3487,-85,-3.7,0
3488,-57,11.3,0
3489,-118,-17.3,1
3490,-104,-12.8,1
3491,-82,-3.6,1
3492,-65,5.8,0
3493,-74,3.5,0
3494,-91,-2.8,0
3495,-107,-11.6,1
3496,-77,0.5,0
3497,-112,-20.0,1
3498,-82,-1.0,1
3499,-87,-1.9,1
3500,-67,6.3,0
3501,-104,-12.2,1
3502,-75,3.5,0
3503,-95,-7.5,1
3504,-109,-12.5,1
3505,-90,-4.2,0
3506,-104,-14.0,1
3507,-84,-0.8,0
3508,-96,-8.2,1
3509,-62,8.0,0
3510,-67,6.5,0
3511,-86,-6.5,1
3512,-86,-6.3,1
3513,-80,1.9,0
3514,-87,-5.4,1
3515,-91,-3.9,1
3516,-89,-5.4,0
3517,-82,-0.5,0
3518,-76,4.0,1
3519,-60,9.9,0
3520,-64,10.8,0
3521,-78,-1.0,0
3522,-95,-5.4,0
3523,-65,8.4,0
3524,-61,10.6,0
3525,-113,-19.7,1
3526,-102,-8.8,1
3527,-98,-9.1,1
3528,-85,-4.1,0
3529,-91,-9.8,1
3530,-107,-12.0,1
3531,-71,0.0,0
3532,-65,4.3,0
3533,-103,-12.2,1
3534,-106,-16.4,1
3535,-109,-16.6,1
3536,-60,12.0,0
3537,-75,4.4,0
3538,-60,8.2,0
3539,-115,-14.3,1
3540,-97,-8.9,1
3541,-108,-14.9,1
3542,-91,-3.4,0
3543,-116,-20.0,1
3544,-88,-3.8,1
3545,-66,7.8,0
3546,-107,-13.1,0
3547,-63,10.0,0
3548,-86,-2.9,0
3549,-108,-13.4,1
3550,-99,-8.6,1
3551,-55,9.3,0
3552,-92,-4.5,1
3553,-97,-8.5,1
3554,-116,-19.1,1
3555,-82,-4.4,0
3556,-89,-4.3,1
3557,-102,-11.2,1
3558,-96,-9.2,1
3559,-66,9.3,0
3560,-68,6.0,0
3561,-114,-16.4,1
3562,-87,-4.3,1
3563,-88,-3.7,0
3564,-102,-11.1,1
3565,-91,-7.6,0
3566,-115,-16.5,1
3567,-94,-4.7,0
3568,-79,3.8,0
3569,-73,5.3,0
3570,-86,-3.1,0
3571,-83,-0.8,0
3572,-98,-8.8,1
3573,-102,-13.2,1
3574,-97,-8.8,1
3575,-112,-16.6,1
3576,-89,-6.1,1
3577,-91,-4.8,0
3578,-114,-17.2,1
3579,-86,-3.0,1
3580,-71,3.5,0
3581,-85,-3.3,1
3582,-99,-11.1,1
3583,-62,5.3,0
3584,-94,-9.4,1
3585,-107,-13.5,1
3586,-101,-10.5,1
3587,-63,10.9,0
3588,-82,-0.4,1
3589,-104,-14.1,1
3590,-88,-1.8,0
3591,-56,10.5,0
3592,-113,-17.2,1
3593,-109,-15.8,1
3594,-75,3.2,1
3595,-94,-5.3,1
3596,-67,8.2,0
3597,-55,9.9,0
3598,-62,7.7,0
3599,-118,-15.8,1
3600,-77,-2.2,0
3601,-106,-13.6,1
3602,-115,-20.0,1
3603,-103,-10.5,1
3604,-103,-10.9,1
3605,-113,-19.5,1
3606,-95,-9.9,1
3607,-115,-16.5,1
3608,-110,-15.1,1
3609,-97,-9.8,1
3610,-85,-2.6,0
3611,-101,-8.8,1
3612,-104,-10.7,1
3613,-75,1.7,0
3614,-118,-20.0,0
3615,-105,-12.5,1
3616,-114,-14.7,1
3617,-80,-2.0,0
3618,-96,-6.0,1
3619,-99,-10.5,1
3620,-119,-19.0,1
3621,-90,-3.6,0
3622,-73,5.3,0
3623,-104,-11.8,1
3624,-82,-0.1,0
3625,-64,9.2,0
3626,-118,-17.5,1
3627,-100,-10.1,1
3628,-94,-6.4,1
3629,-83,-1.2,0
3630,-106,-14.8,1
3631,-68,8.1,0
3632,-55,11.0,0
3633,-72,3.5,0
3634,-104,-11.3,1
3635,-74,2.4,0
3636,-68,7.9,0
3637,-110,-16.2,1
3638,-86,-6.1,0
3639,-112,-15.6,1
3640,-87,-4.7,1
3641,-66,8.5,0
3642,-87,-2.2,0
3643,-83,-3.6,0
3644,-94,-8.5,1
3645,-74,-0.1,0
3646,-103,-12.5,1
3647,-96,-9.8,1
3648,-73,2.4,1
3649,-92,-7.7,1
3650,-96,-7.4,1
3651,-100,-10.6,1
3652,-60,9.4,0
3653,-57,8.1,0
3654,-99,-11.0,1
3655,-80,-2.9,0
3656,-87,-5.4,1
3657,-95,-8.7,1
3658,-98,-8.9,1
3659,-80,-3.1,0
3660,-85,-2.6,1
3661,-108,-13.7,1
3662,-56,12.0,0
3663,-78,-4.4,0
3664,-57,12.0,0
3665,-110,-15.6,1
3666,-76,3.4,0
3667,-107,-15.0,1
3668,-87,-3.3,1
3669,-84,-3.6,1
3670,-56,6.1,0
3671,-83,-2.9,0
3672,-116,-16.7,1
3673,-112,-13.5,1
3674,-90,-6.2,1
3675,-78,-0.1,1
3676,-104,-11.4,1
3677,-118,-19.3,1
3678,-108,-12.9,0
3679,-113,-16.1,1
3680,-69,3.9,0
3681,-61,10.9,0
3682,-103,-13.6,1
3683,-108,-14.2,1
3684,-69,6.7,0
3685,-106,-15.7,1
3686,-77,3.3,0
3687,-120,-19.5,1
3688,-79,0.8,1
3689,-87,-3.5,1
3690,-67,9.0,0
3691,-62,7.5,0
3692,-62,10.6,0
3693,-99,-8.0,1
3694,-119,-18.8,1
3695,-98,-7.9,1
3696,-114,-14.4,1
3697,-76,-0.4,0
3698,-98,-11.1,1
3699,-72,3.1,0
3700,-64,7.3,0
3701,-74,5.1,0
3702,-55,12.0,0
3703,-62,5.7,0
3704,-57,12.0,1
3705,-61,6.1,0
3706,-91,-7.6,0
3707,-101,-10.8,1
3708,-115,-19.2,1
3709,-101,-12.8,1
3710,-58,11.9,0
3711,-91,-3.9,0
3712,-103,-8.5,1
3713,-83,2.3,1
3714,-82,1.8,0
3715,-55,9.6,0
3716,-71,9.2,0
3717,-99,-8.0,1
3718,-57,9.5,0
3719,-101,-7.2,1
3720,-101,-10.5,1
3721,-119,-18.5,1
3722,-79,0.0,0
3723,-105,-9.5,1
3724,-79,2.8,0
3725,-71,1.6,0
3726,-99,-8.0,1
3727,-93,-8.8,1
3728,-67,6.5,0
3729,-93,-6.6,1
3730,-102,-13.9,1
3731,-112,-13.6,1
3732,-101,-5.5,1
3733,-63,7.9,0
3734,-62,8.7,0
3735,-78,3.1,0
3736,-80,0.4,0
3737,-118,-18.8,1
3738,-108,-12.6,1
3739,-63,8.5,0
3740,-66,9.9,0
3741,-83,-4.4,1
3742,-93,-10.6,1
3743,-76,2.3,0
3744,-99,-9.0,1
3745,-99,-9.6,1
3746,-91,-8.1,0
3747,-90,-2.5,0
3748,-60,11.1,0
3749,-96,-6.6,1
3750,-119,-18.7,1
3751,-60,8.1,0
3752,-78,-0.5,0
3753,-77,0.2,0
3754,-120,-20.0,0
3755,-107,-15.0,1
3756,-61,8.3,0
3757,-76,3.3,0
3758,-111,-14.3,1
3759,-109,-16.1,1
3760,-96,-9.0,1
3761,-79,1.8,1
3762,-63,9.0,0
3763,-62,8.0,0
3764,-60,9.8,0
3765,-63,6.2,1
3766,-111,-17.1,1
3767,-61,6.6,0
3768,-61,6.8,0
3769,-85,-1.1,0
3770,-97,-12.1,1
3771,-55,12.0,0
3772,-119,-18.9,1
3773,-68,4.1,0
3774,-107,-11.0,1
3775,-89,-3.7,0
3776,-119,-20.0,1
3777,-60,7.3,0
3778,-119,-15.5,1
3779,-84,-2.5,0
3780,-113,-16.0,1
3781,-106,-12.1,1
3782,-112,-16.6,1
3783,-115,-17.3,1
3784,-74,3.4,0
3785,-100,-10.3,1
3786,-73,3.2,0
3787,-105,-14.4,1
3788,-83,-5.7,0
3789,-120,-17.3,1
3790,-111,-15.4,1
3791,-62,9.8,0
3792,-89,-7.8,0
3793,-109,-14.8,1
3794,-105,-9.0,1
3795,-102,-12.5,1
3796,-90,0.9,0
3797,-66,6.2,0
3798,-64,8.4,0
3799,-89,-5.2,1
3800,-115,-20.0,1
3801,-75,2.8,0
3802,-74,-0.3,0
3803,-116,-16.6,1
3804,-102,-11.2,1
3805,-115,-17.0,1
3806,-104,-12.1,1
3807,-70,4.0,0
3808,-69,8.0,0
3809,-109,-13.8,1
3810,-59,12.0,0
3811,-75,5.5,0
3812,-72,7.2,0
3813,-68,2.7,0
3814,-76,3.2,0
3815,-110,-15.2,1
3816,-58,12.0,0
3817,-119,-20.0,1
3818,-114,-19.5,1
3819,-86,-4.8,1
3820,-85,-2.3,0
3821,-83,-0.7,0
3822,-118,-18.3,1
3823,-60,7.9,0
3824,-101,-12.8,1
3825,-94,-7.6,1
3826,-71,9.8,0
3827,-92,-8.3,1
3828,-59,9.5,0
3829,-110,-15.4,1
3830,-97,-9.9,1
3831,-78,3.0,0
3832,-60,9.2,0
3833,-60,12.0,0
3834,-81,-2.6,1
3835,-71,3.8,0
3836,-114,-16.4,1
3837,-62,8.4,0
3838,-117,-13.9,1
3839,-79,-3.4,0
3840,-70,3.4,0
3841,-94,-9.3,1
3842,-113,-11.7,1
3843,-73,4.4,0
3844,-57,9.3,0
3845,-89,-6.4,0
3846,-113,-17.7,1
3847,-60,8.2,0
3848,-70,3.2,0
3849,-80,0.0,0
3850,-82,-2.9,0
3851,-114,-17.6,1
3852,-96,-11.3,1
3853,-71,5.7,0
3854,-87,-2.1,0
3855,-55,10.7,0
3856,-85,-2.4,0
3857,-103,-13.7,1
3858,-55,12.0,0
3859,-71,5.8,0
3860,-98,-7.2,0
3861,-113,-15.0,1
3862,-77,2.3,0
3863,-108,-15.6,1
3864,-66,6.6,0
3865,-72,2.7,1
3866,-82,0.4,0
3867,-109,-13.7,1
3868,-119,-20.0,1
3869,-75,1.8,0
3870,-81,0.0,1
3871,-91,-2.5,1
3872,-98,-8.4,0
3873,-93,-10.2,1
3874,-95,-8.8,1
3875,-105,-10.4,1
3876,-97,-13.0,1
3877,-59,7.5,0
3878,-58,8.5,0
3879,-115,-17.2,1
3880,-66,8.5,0
3881,-105,-15.5,1
3882,-72,4.3,0
3883,-113,-14.9,1
3884,-96,-8.0,1
3885,-102,-8.8,1
3886,-84,-4.2,0
3887,-111,-17.9,1
3888,-64,6.0,0
3889,-61,7.1,0
3890,-107,-15.6,1
3891,-59,10.7,0
3892,-105,-13.3,1
3893,-72,3.2,0
3894,-112,-17.7,1
3895,-105,-15.9,1
3896,-61,11.3,0
3897,-111,-13.6,1
3898,-73,1.7,0
3899,-113,-17.7,1
3900,-88,-2.1,0
3901,-59,9.2,0
3902,-108,-16.4,1
3903,-115,-16.6,1
3904,-62,9.2,0
3905,-72,5.3,0
3906,-90,-5.6,1
3907,-90,-5.3,1
3908,-90,-3.8,0
3909,-106,-14.8,1
3910,-112,-17.7,1
3911,-109,-14.5,1
3912,-101,-10.1,1
3913,-68,5.3,0
3914,-100,-10.7,1
3915,-101,-9.1,1
3916,-110,-12.2,1
3917,-92,-5.3,1
3918,-71,0.3,0
3919,-94,-6.0,1
3920,-99,-8.3,1
3921,-114,-15.1,1
3922,-91,-2.3,1
3923,-62,6.1,0
3924,-100,-8.4,1
3925,-62,9.2,0
3926,-118,-20.0,1
3927,-57,10.7,0
3928,-99,-12.6,1
3929,-66,7.9,0
3930,-62,6.0,0
3931,-108,-15.5,1
3932,-91,-7.1,0
3933,-113,-18.6,1
3934,-102,-9.9,1
3935,-102,-8.0,1
3936,-58,8.9,0
3937,-112,-19.4,1
3938,-105,-12.0,1
3939,-107,-12.3,1
3940,-116,-15.5,1
3941,-55,12.0,0
3942,-94,-6.9,1
3943,-107,-13.9,1
3944,-93,-5.7,1
3945,-93,-3.2,1
3946,-100,-11.3,1
3947,-101,-10.0,1
3948,-119,-20.0,1
3949,-84,-2.4,0
3950,-69,6.2,0
3951,-113,-17.5,1
3952,-92,-6.8,1
3953,-56,9.8,0
3954,-57,9.7,0
3955,-120,-20.0,1
3956,-65,4.9,0
3957,-74,2.6,0
3958,-85,-1.5,0
3959,-74,0.5,0
3960,-112,-16.8,1
3961,-119,-18.5,1
3962,-68,-2.5,0
3963,-71,4.9,0
3964,-114,-15.2,0
3965,-60,10.9,0
3966,-109,-12.0,1
3967,-111,-15.5,1
3968,-90,-4.1,1
3969,-95,-10.8,0
3970,-78,1.4,1
3971,-120,-19.1,1
3972,-58,10.6,0
3973,-111,-14.3,1
3974,-59,12.0,0
3975,-76,2.0,0
3976,-83,-0.5,1
3977,-76,1.0,0
3978,-59,7.9,0
3979,-75,0.7,0
3980,-96,-10.2,0
3981,-110,-15.6,1
3982,-118,-20.0,1
3983,-103,-10.9,1
3984,-90,-6.6,1
3985,-73,1.3,0
3986,-68,4.9,0
3987,-101,-8.6,1
3988,-74,4.0,0
3989,-95,-10.1,1
3990,-63,4.9,0
3991,-117,-18.9,1
3992,-107,-14.4,1
3993,-90,-4.9,1
3994,-59,10.4,1
3995,-103,-14.6,1
3996,-55,12.0,0
3997,-92,-4.6,1
3998,-98,-11.7,1
3999,-80,-3.6,0
4000,-80,2.1,0
4001,-70,5.0,0
4002,-104,-11.9,1
4003,-96,-11.4,0
4004,-97,-8.3,1
4005,-108,-16.8,1
4006,-100,-10.7,1
4007,-78,2.9,0
4008,-96,-12.3,1
4009,-82,-3.2,1
4010,-98,-8.8,1
4011,-71,2.8,0
4012,-93,-4.7,1
4013,-93,-6.9,1
4014,-110,-12.6,1
4015,-112,-16.0,1
4016,-93,-4.8,1
4017,-67,4.2,0
4018,-112,-16.1,1
4019,-85,-2.8,0
4020,-62,5.7,0
4021,-107,-16.7,1
4022,-75,-0.4,0
4023,-105,-8.8,1
4024,-95,-5.2,1
4025,-61,11.6,0
4026,-114,-14.5,1
4027,-112,-16.9,1
4028,-98,-9.9,1
4029,-83,-3.0,0
4030,-91,-5.7,0
4031,-57,12.0,0
4032,-68,6.0,0
4033,-74,3.9,0
4034,-91,-8.5,0
4035,-114,-15.1,1
4036,-92,-8.9,0
4037,-65,8.8,0
4038,-67,4.1,0
4039,-78,0.9,1
4040,-71,4.0,0
4041,-72,4.6,0
4042,-82,4.0,0
4043,-90,-6.0,1
4044,-92,-1.7,0
4045,-79,1.7,0
4046,-98,-11.3,1
4047,-120,-18.8,1
4048,-104,-12.7,1
4049,-106,-14.9,1
4050,-114,-19.5,1
4051,-110,-20.0,1
4052,-71,4.3,0
4053,-112,-16.7,1
4054,-107,-13.6,1
4055,-62,8.9,0
4056,-95,-9.1,1
4057,-86,-2.5,0
4058,-66,6.2,0
4059,-99,-10.2,1
4060,-99,-11.4,1
4061,-97,-6.9,0
4062,-60,11.1,0
4063,-103,-6.4,1
4064,-74,5.9,0
4065,-86,-2.0,1
4066,-103,-9.8,1
4067,-68,3.2,0
4068,-117,-18.2,1
4069,-90,-6.4,0
4070,-105,-8.3,1
4071,-85,-2.8,0
4072,-72,8.2,0
4073,-72,4.9,0
4074,-92,-4.0,1
4075,-98,-8.4,1
4076,-119,-17.6,1
4077,-111,-14.5,1
4078,-98,-10.0,1
4079,-88,-4.4,0
4080,-89,-3.7,1
4081,-116,-19.8,1
4082,-68,4.6,0
4083,-60,9.3,0
4084,-81,-1.3,0
4085,-70,6.5,0
4086,-85,-2.6,0
4087,-112,-12.6,1
4088,-77,-0.9,0
4089,-85,1.2,0
4090,-110,-12.4,1
4091,-104,-9.9,1
4092,-75,-1.5,0
4093,-70,3.8,0
4094,-61,12.0,0
4095,-64,8.5,1
4096,-117,-17.5,1
4097,-106,-13.3,1
4098,-67,6.6,0
4099,-61,7.6,0
4100,-97,-6.1,1
4101,-115,-18.6,1
4102,-69,5.5,0
4103,-97,-6.0,1
4104,-114,-19.2,1
4105,-64,12.0,0
4106,-69,10.0,0
4107,-91,-9.7,1
4108,-118,-20.0,1
4109,-106,-14.5,1
4110,-84,-0.1,1
4111,-60,12.0,0
4112,-57,12.0,0
4113,-105,-15.8,1
4114,-57,11.4,0
4115,-116,-18.5,1
4116,-69,4.3,0
4117,-106,-12.7,1
4118,-109,-16.5,1
4119,-63,8.8,0
4120,-87,-2.6,1
4121,-103,-13.1,1
4122,-119,-19.2,1
4123,-99,-11.4,1
4124,-55,12.0,0
4125,-83,-2.2,1
4126,-109,-16.3,1
4127,-106,-15.6,1
4128,-76,-0.9,0
4129,-66,5.7,0
4130,-109,-13.9,1
4131,-111,-13.2,1
4132,-87,-4.5,0
4133,-119,-17.7,1
4134,-68,6.2,0
4135,-90,-3.6,1
4136,-91,-8.1,1
4137,-103,-10.8,1
4138,-68,7.4,0
4139,-77,5.4,0
4140,-112,-16.6,1
4141,-55,10.1,0
4142,-102,-13.4,1
4143,-82,-0.8,0
4144,-101,-11.3,1
4145,-114,-12.4,1
4146,-82,-2.0,1
4147,-77,-2.8,1
4148,-105,-10.4,1
4149,-98,-11.7,1
4150,-91,-5.6,1
4151,-96,-3.6,0
4152,-91,-4.3,1
4153,-119,-20.0,1
4154,-59,11.9,0
4155,-69,4.2,0
4156,-87,-4.7,1
4157,-66,10.2,0
4158,-112,-13.4,1
4159,-93,-6.8,1
4160,-102,-10.6,1
4161,-69,7.0,0
4162,-64,7.3,0
4163,-97,-8.8,1
4164,-113,-16.4,1
4165,-114,-17.5,1
4166,-101,-13.7,1
4167,-58,10.4,0
4168,-109,-12.8,1
4169,-70,6.2,0
4170,-94,-5.2,1
4171,-93,-8.0,1
4172,-69,5.9,0
4173,-91,-5.0,0
4174,-93,-6.5,1
4175,-107,-14.1,1
4176,-84,-3.7,1
4177,-97,-6.1,1
4178,-63,8.7,0
4179,-66,4.1,0
4180,-79,-0.8,0
4181,-104,-8.5,1
4182,-101,-11.8,1
4183,-85,-2.7,0
4184,-78,2.1,0
4185,-77,-1.1,0
4186,-110,-14.6,1
4187,-74,6.2,0
4188,-109,-16.1,1
4189,-67,8.8,0
4190,-92,-7.0,0
4191,-71,2.7,0
4192,-115,-16.5,1
4193,-105,-13.9,1
4194,-68,4.2,0
4195,-58,12.0,0
4196,-66,6.3,0
4197,-94,-5.8,1
4198,-116,-18.8,1
4199,-112,-12.2,1
4200,-88,-5.6,0
4201,-118,-20.0,1
4202,-104,-11.4,1
4203,-62,6.9,0
4204,-98,-13.7,1
4205,-88,-5.2,1
4206,-105,-12.3,1
4207,-57,11.9,0
4208,-107,-16.0,1
4209,-103,-14.1,1
4210,-75,3.5,0
4211,-94,-8.0,1
4212,-70,3.3,0
4213,-91,-5.1,0
4214,-60,8.2,0
4215,-90,-6.0,0
4216,-101,-14.0,1
4217,-110,-13.0,0
4218,-78,0.5,1
4219,-85,-3.5,0
4220,-73,2.9,0
4221,-86,-5.9,0
4222,-98,-9.9,1
4223,-77,1.7,0
4224,-73,3.4,0
4225,-118,-18.8,1
4226,-60,10.4,0
4227,-105,-14.2,1
4228,-65,7.0,0
4229,-72,0.8,1
4230,-97,-11.1,1
4231,-82,-3.8,0
4232,-98,-12.5,1
4233,-103,-13.4,1
4234,-99,-5.8,1
4235,-56,11.7,0
4236,-117,-20.0,1
4237,-114,-10.8,1
4238,-81,1.0,0
4239,-78,0.3,0
4240,-100,-12.0,1
4241,-99,-8.6,1
4242,-120,-19.5,1
4243,-58,11.6,0
4244,-110,-18.7,1
4245,-79,1.5,0
4246,-102,-10.1,1
4247,-110,-14.3,1
4248,-87,-4.3,0
4249,-63,12.0,0
4250,-86,-5.7,0
4251,-110,-12.7,1
4252,-119,-19.2,1
4253,-98,-6.1,0
4254,-67,6.6,0
4255,-89,-2.4,0
4256,-79,3.0,0
4257,-62,7.5,0
4258,-68,11.6,0
4259,-111,-16.3,1
4260,-110,-15.2,1
4261,-93,-9.0,0
4262,-96,-10.8,1
4263,-73,3.6,0
4264,-118,-20.0,1
4265,-87,-1.7,1
4266,-112,-19.4,1
4267,-99,-10.9,1
4268,-72,2.8,0
4269,-111,-14.1,1
4270,-113,-17.0,1
4271,-94,-7.6,1
4272,-112,-15.9,1
4273,-72,2.1,0
4274,-103,-11.3,1
4275,-72,3.7,0
4276,-63,9.3,0
4277,-101,-7.6,1
4278,-64,7.8,0
4279,-107,-18.3,1
4280,-101,-10.6,1
4281,-81,-3.4,1
4282,-114,-14.6,1
4283,-60,11.1,0
4284,-71,4.2,0
4285,-101,-7.9,1
4286,-115,-16.4,1
4287,-70,5.3,0
4288,-67,4.9,0
4289,-60,9.2,0
4290,-84,-2.0,1
4291,-73,3.3,0
4292,-72,-0.6,0
4293,-96,-10.5,1
4294,-73,0.8,1
4295,-101,-11.0,1
4296,-65,8.4,0
4297,-73,1.2,0
4298,-117,-20.0,1
4299,-65,6.4,0
4300,-75,-0.3,0
4301,-113,-13.6,1
4302,-92,-6.0,1
4303,-68,9.8,0
4304,-79,2.6,0
4305,-70,5.1,0
4306,-118,-18.3,1
4307,-83,1.3,0
4308,-98,-9.8,1
4309,-114,-16.4,1
4310,-105,-12.6,1
4311,-110,-13.8,1
4312,-88,-3.5,1
4313,-59,9.2,0
4314,-57,11.6,0
4315,-97,-9.8,1
4316,-113,-13.4,1
4317,-100,-9.8,1
4318,-65,7.0,0
4319,-62,7.2,0
4320,-100,-9.9,1
4321,-109,-15.6,1
4322,-88,-5.8,0
4323,-88,-2.1,1
4324,-58,8.6,0
4325,-69,6.3,0
4326,-98,-10.8,1
4327,-109,-13.2,1
4328,-99,-11.8,1
4329,-85,-5.2,0
4330,-58,11.8,0
4331,-80,-2.9,1
4332,-100,-12.4,1
4333,-105,-12.2,1
4334,-101,-9.7,1
4335,-70,5.3,0
4336,-110,-16.5,1
4337,-71,0.4,0
4338,-112,-16.5,1
4339,-81,0.3,0
4340,-95,-6.5,1
4341,-87,-4.1,0
4342,-87,-3.7,0
4343,-112,-15.9,1
4344,-95,-10.3,1
4345,-86,-3.8,1
4346,-104,-13.1,1
4347,-68,5.9,0
4348,-117,-17.0,1
4349,-113,-17.8,1
4350,-60,6.4,0
4351,-68,3.2,0
4352,-59,10.7,0
4353,-58,11.2,0
4354,-63,7.2,0
4355,-103,-9.8,1
4356,-85,-1.7,0
4357,-59,6.6,0
4358,-63,7.7,0
4359,-62,8.4,0
4360,-116,-20.0,1
4361,-75,3.2,0
4362,-84,0.8,1
4363,-63,10.6,0
4364,-112,-16.6,0
4365,-80,1.1,0
4366,-99,-9.5,1
4367,-81,0.6,1
4368,-106,-15.6,1
4369,-65,7.2,0
4370,-119,-19.7,1
4371,-119,-16.4,1
4372,-69,7.7,0
4373,-108,-8.4,1
4374,-104,-11.2,1
4375,-78,-4.0,1
4376,-95,-5.7,1
4377,-86,-1.1,0
4378,-119,-18.8,1
4379,-68,8.6,0
4380,-64,8.0,0
4381,-102,-8.5,1
4382,-57,11.4,0
4383,-102,-13.4,1
4384,-93,-7.5,0
4385,-70,3.8,0
4386,-102,-12.9,1
4387,-79,1.6,0
4388,-107,-15.8,1
4389,-59,6.5,0
4390,-60,8.5,0
4391,-120,-18.8,1
4392,-85,-1.2,0
4393,-92,-7.3,0
4394,-100,-6.5,1
4395,-60,9.7,0
4396,-101,-9.6,1
4397,-85,1.6,1
4398,-111,-14.4,1
4399,-113,-17.8,1
4400,-93,-4.7,1
4401,-58,12.0,0
4402,-87,-3.0,0
4403,-84,-1.5,1
4404,-101,-11.0,1
4405,-104,-10.9,1
4406,-119,-19.8,1
4407,-119,-18.3,1
4408,-61,8.3,0
4409,-109,-14.8,1
4410,-99,-12.2,1
4411,-104,-15.9,1
4412,-85,-2.9,1
4413,-103,-12.7,1
4414,-96,-9.4,0
4415,-106,-10.3,1
4416,-57,11.0,0
4417,-60,7.2,0
4418,-112,-16.1,0
4419,-77,2.8,0
4420,-103,-12.3,1
4421,-55,9.3,0
4422,-55,12.0,0
4423,-59,7.7,0
4424,-57,10.0,0
4425,-99,-7.8,1
4426,-60,9.9,0
4427,-56,12.0,0
4428,-70,4.6,0
4429,-62,9.0,0
4430,-82,-2.4,1
4431,-87,-3.9,0
4432,-102,-10.2,1
4433,-101,-7.1,1
4434,-105,-12.0,1
4435,-109,-10.4,1
4436,-97,-7.7,1
4437,-80,-2.2,0
4438,-99,-11.6,1
4439,-104,-11.0,0
4440,-86,-5.3,1
4441,-98,-12.6,1
4442,-90,-6.5,0
4443,-103,-8.7,1
4444,-77,0.2,0
4445,-97,-7.9,1
4446,-103,-10.1,1
4447,-99,-12.8,1
4448,-71,4.9,0
4449,-79,0.4,0
4450,-90,-1.4,0
4451,-99,-10.1,1
4452,-119,-20.0,1
4453,-82,-2.1,1
4454,-89,-5.4,1
4455,-112,-19.2,1
4456,-84,-1.5,0
4457,-103,-16.5,1
4458,-64,6.7,0
4459,-114,-18.8,1
4460,-115,-18.4,1
4461,-62,11.1,0
4462,-101,-11.1,1
4463,-97,-8.9,1
4464,-106,-13.6,1
4465,-109,-12.4,1
4466,-90,-7.5,0
4467,-89,-9.3,1
4468,-62,5.1,0
4469,-120,-18.6,1
4470,-87,-9.2,1
4471,-112,-16.7,1
4472,-91,-7.3,0
4473,-75,0.2,0
4474,-68,5.6,0
4475,-68,5.5,0
4476,-108,-13.6,1
4477,-94,-4.2,0
4478,-66,4.3,0
4479,-87,-3.7,1
4480,-107,-13.3,1
4481,-90,-6.1,0
4482,-100,-7.2,1
4483,-61,6.4,0
4484,-114,-17.7,1
4485,-68,4.2,0
4486,-87,-4.0,0
4487,-67,5.3,0
4488,-94,-9.5,1
4489,-95,-6.9,1
4490,-115,-17.4,0
4491,-67,6.7,0
4492,-78,0.5,0
4493,-99,-9.7,1
4494,-112,-17.0,1
4495,-108,-14.4,1
4496,-101,-10.2,1
4497,-96,-5.9,1
4498,-59,10.9,0
4499,-101,-9.3,0
4500,-86,-2.0,0
4501,-114,-19.3,1
4502,-113,-13.9,1
4503,-119,-17.0,1
4504,-86,-3.1,0
4505,-99,-9.9,1
